"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00039","","","","10","5","2","1","4","2","1","5","8","6","1.4","0.2","4.58","0","1.6","6.18","14","0.175","0.033333333","0.114285714","2.8","1.4","1.6","0.8","0.32","0.16","0.916","0.458","57.14285714","25.88996764","50","4.666666667","5.333333333","15.26666667","20.6","9.333333333","10.66666667","30.53333333","41.2"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01851","","","","10","6","2","1","1","2","2","6","2","2","0.7","0.06","25.15","0","0.76","25.91","4","0.35","0.03","0.19","0.666666667","0.4","0.333333333","0.2","0.126666667","0.076","4.191666667","2.515","50","2.933230413","60","2.333333333","2.533333333","83.83333333","86.36666667","3.888888889","4.222222222","139.7222222","143.9444444"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00584","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01231","","","","10","2","2","1","6","2","2","2","0","0","0","0","0.2","","0","0.2","0","","","","0","0","0","0","0","0","0.1","0.02","","0","20","0","0","0.666666667","0.666666667","0","0","3.333333333","3.333333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01709","","","","10","6","1","1","4","2","2","4","4","6","0.7","0.1","2.6","0","0.8","3.4","10","0.175","0.016666667","0.08","2.5","1","1","0.4","0.2","0.08","0.65","0.26","40","23.52941176","40","2.333333333","2.666666667","8.666666667","11.33333333","5.833333333","6.666666667","21.66666667","28.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00573","","","","10","7","2","1","3","2","2","7","13","4","3","0.08","3.75","0.12","3.08","6.83","17","0.230769231","0.02","0.181176471","2.428571429","1.7","1.857142857","1.3","0.44","0.308","0.535714286","0.375","76.47058824","45.09516837","70","10","10.26666667","12.5","22.76666667","14.28571429","14.66666667","17.85714286","32.52380952"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01304","","","","10","9","2","1","4","","2","9","10","3","4","0.06","5.16","0.12","4.06","9.22","13","0.4","0.02","0.312307692","1.444444444","1.3","1.111111111","1","0.451111111","0.406","0.573333333","0.516","76.92307692","44.03470716","90","13.33333333","13.53333333","17.2","30.73333333","14.81481481","15.03703704","19.11111111","34.14814815"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00127","","","","10","6","2","1","2","2","2","5","10","9","5","0.12","10.19","0.15","5.12","15.31","19","0.5","0.013333333","0.269473684","3.8","1.9","2","1","1.024","0.512","2.038","1.019","52.63157895","33.44219464","50","16.66666667","17.06666667","33.96666667","51.03333333","33.33333333","34.13333333","67.93333333","102.0666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01853","","","","10","6","2","2","1","2","2","4","18","13","14.6","0.36","20.24","0","14.96","35.2","31","0.811111111","0.027692308","0.482580645","7.75","3.1","4.5","1.8","3.74","1.496","5.06","2.024","58.06451613","42.5","40","48.66666667","49.86666667","67.46666667","117.3333333","121.6666667","124.6666667","168.6666667","293.3333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00916","","","","10","2","1","1","7","2","2","2","2","1","0.44","0.04","1.23","5.46","0.48","1.71","3","0.22","0.04","0.16","1.5","0.3","1","0.2","0.24","0.048","0.615","0.123","66.66666667","28.07017544","20","1.466666667","1.6","4.1","5.7","7.333333333","8","20.5","28.5"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01869","","","","10","4","2","2","3","2","2","4","6","4","0.9","0.2","10.11","0.12","1.1","11.21","10","0.15","0.05","0.11","2.5","1","1.5","0.6","0.275","0.11","2.5275","1.011","60","9.812667261","40","3","3.666666667","33.7","37.36666667","7.5","9.166666667","84.25","93.41666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01753","","","","10","5","2","1","4","1","2","4","5","6","1.7","0.24","7.29","0.02","1.94","9.23","11","0.34","0.04","0.176363636","2.75","1.1","1.25","0.5","0.485","0.194","1.8225","0.729","45.45454545","21.0184182","40","5.666666667","6.466666667","24.3","30.76666667","14.16666667","16.16666667","60.75","76.91666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01813","","","","10","5","2","1","4","2","2","4","3","3","0.44","0.12","2.22","0.12","0.56","2.78","6","0.146666667","0.04","0.093333333","1.5","0.6","0.75","0.3","0.14","0.056","0.555","0.222","50","20.14388489","40","1.466666667","1.866666667","7.4","9.266666667","3.666666667","4.666666667","18.5","23.16666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00178","","","","10","10","3","2","2","2","2","10","19","5","7.8","0.2","4.73","0.02","8","12.73","24","0.410526316","0.04","0.333333333","2.4","2.4","1.9","1.9","0.8","0.8","0.473","0.473","79.16666667","62.84367636","100","26","26.66666667","15.76666667","42.43333333","26","26.66666667","15.76666667","42.43333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01482","","","","10","10","1","1","5","1","2","10","1","3","0.6","0.2","6.18","7.23","0.8","6.98","4","0.6","0.066666667","0.2","0.4","0.4","0.1","0.1","0.08","0.08","0.618","0.618","25","11.46131805","100","2","2.666666667","20.6","23.26666667","2","2.666666667","20.6","23.26666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01596","","","","10","9","1","1","5","1","1","7","0","0","0","0","2.11","","0","2.11","0","","","","0","0","0","0","0","0","0.301428571","0.211","","0","70","0","0","7.033333333","7.033333333","0","0","10.04761905","10.04761905"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00475","","","","10","7","2","1","4","1","1","7","5","4","0.84","0.16","9.16","0","1","10.16","9","0.168","0.04","0.111111111","1.285714286","0.9","0.714285714","0.5","0.142857143","0.1","1.308571429","0.916","55.55555556","9.842519685","70","2.8","3.333333333","30.53333333","33.86666667","4","4.761904762","43.61904762","48.38095238"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00300","","","","10","7","3","1","2","3","2","7","12","3","4.8","0.19","6.14","1.38","4.99","11.13","15","0.4","0.063333333","0.332666667","2.142857143","1.5","1.714285714","1.2","0.712857143","0.499","0.877142857","0.614","80","44.83378257","70","16","16.63333333","20.46666667","37.1","22.85714286","23.76190476","29.23809524","53"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01131","","","","10","3","2","1","2","3","2","3","8","5","5.6","0.26","8.23","4.92","5.86","14.09","13","0.7","0.052","0.450769231","4.333333333","1.3","2.666666667","0.8","1.953333333","0.586","2.743333333","0.823","61.53846154","41.58977999","30","18.66666667","19.53333333","27.43333333","46.96666667","62.22222222","65.11111111","91.44444444","156.5555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01820","","","","10","7","1","2","3","1","2","7","6","4","2","0.16","15.34","0","2.16","17.5","10","0.333333333","0.04","0.216","1.428571429","1","0.857142857","0.6","0.308571429","0.216","2.191428571","1.534","60","12.34285714","70","6.666666667","7.2","51.13333333","58.33333333","9.523809524","10.28571429","73.04761905","83.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00153","","","","10","7","2","1","6","1","2","5","0","1","0","0.05","3.77","0","0.05","3.82","1","","0.05","0.05","0.2","0.1","0","0","0.01","0.005","0.754","0.377","0","1.308900524","50","0","0.166666667","12.56666667","12.73333333","0","0.333333333","25.13333333","25.46666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00324","","","","10","1","1","1","7","1","1","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00704","","","","10","8","2","1","5","1","2","8","10","4","1.5","0.08","4.6","0.15","1.58","6.18","14","0.15","0.02","0.112857143","1.75","1.4","1.25","1","0.1975","0.158","0.575","0.46","71.42857143","25.56634304","80","5","5.266666667","15.33333333","20.6","6.25","6.583333333","19.16666667","25.75"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01148","","","","10","10","2","1","5","1","8","8","0","0","0","0","3.07","","0","3.07","0","","","","0","0","0","0","0","0","0.38375","0.307","","0","80","0","0","10.23333333","10.23333333","0","0","12.79166667","12.79166667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00932","","","","10","5","2","1","4","2","2","4","0","1","0","0.08","1.17","0.15","0.08","1.25","1","","0.08","0.08","0.25","0.1","0","0","0.02","0.008","0.2925","0.117","0","6.4","40","0","0.266666667","3.9","4.166666667","0","0.666666667","9.75","10.41666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01688","","","","10","8","2","2","3","1","2","6","0","0","0","0","0.34","","0","0.34","0","","","","0","0","0","0","0","0","0.056666667","0.034","","0","60","0","0","1.133333333","1.133333333","0","0","1.888888889","1.888888889"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00503","","","","10","4","2","1","6","1","1","4","9","3","0.8","0.08","4.83","1.74","0.88","5.71","12","0.088888889","0.026666667","0.073333333","3","1.2","2.25","0.9","0.22","0.088","1.2075","0.483","75","15.41155867","40","2.666666667","2.933333333","16.1","19.03333333","6.666666667","7.333333333","40.25","47.58333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00965","","","","10","6","3","2","1","1","2","6","1","2","0.2","0.06","36.13","0.02","0.26","36.39","3","0.2","0.03","0.086666667","0.5","0.3","0.166666667","0.1","0.043333333","0.026","6.021666667","3.613","33.33333333","0.714482001","60","0.666666667","0.866666667","120.4333333","121.3","1.111111111","1.444444444","200.7222222","202.1666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01735","","","","10","10","1","1","4","1","2","1","0","0","0","0","0.16","","0","0.16","0","","","","0","0","0","0","0","0","0.16","0.016","","0","10","0","0","0.533333333","0.533333333","0","0","5.333333333","5.333333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02048","","","","10","9","2","2","3","1","2","7","5","5","1","0.12","5.1","0","1.12","6.22","10","0.2","0.024","0.112","1.428571429","1","0.714285714","0.5","0.16","0.112","0.728571429","0.51","50","18.00643087","70","3.333333333","3.733333333","17","20.73333333","4.761904762","5.333333333","24.28571429","29.61904762"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00260","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00020","","","","10","6","2","1","2","2","2","4","4","2","2.3","0.12","7.49","0.12","2.42","9.91","6","0.575","0.06","0.403333333","1.5","0.6","1","0.4","0.605","0.242","1.8725","0.749","66.66666667","24.419778","40","7.666666667","8.066666667","24.96666667","33.03333333","19.16666667","20.16666667","62.41666667","82.58333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00491","","","","10","4","2","1","2","3","1","3","9","7","8","0.12","30.11","1.32","8.12","38.23","16","0.888888889","0.017142857","0.5075","5.333333333","1.6","3","0.9","2.706666667","0.812","10.03666667","3.011","56.25","21.23986398","30","26.66666667","27.06666667","100.3666667","127.4333333","88.88888889","90.22222222","334.5555556","424.7777778"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00027","","","","10","6","2","1","2","2","2","5","5","6","3.3","0.38","8.16","1.76","3.68","11.84","11","0.66","0.063333333","0.334545455","2.2","1.1","1","0.5","0.736","0.368","1.632","0.816","45.45454545","31.08108108","50","11","12.26666667","27.2","39.46666667","22","24.53333333","54.4","78.93333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00347","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01178","","","","10","3","2","1","1","2","2","3","6","1","20.8","0.02","1.25","0.02","20.82","22.07","7","3.466666667","0.02","2.974285714","2.333333333","0.7","2","0.6","6.94","2.082","0.416666667","0.125","85.71428571","94.33620299","30","69.33333333","69.4","4.166666667","73.56666667","231.1111111","231.3333333","13.88888889","245.2222222"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00326","","","","10","10","1","1","7","1","2","10","0","5","0","0.09","4.16","0","0.09","4.25","5","","0.018","0.018","0.5","0.5","0","0","0.009","0.009","0.416","0.416","0","2.117647059","100","0","0.3","13.86666667","14.16666667","0","0.3","13.86666667","14.16666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02104","","","","10","9","2","2","1","3","2","9","9","6","5","0.24","9.27","1.65","5.24","14.51","15","0.555555556","0.04","0.349333333","1.666666667","1.5","1","0.9","0.582222222","0.524","1.03","0.927","60","36.1130255","90","16.66666667","17.46666667","30.9","48.36666667","18.51851852","19.40740741","34.33333333","53.74074074"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01600","","","","10","3","3","1","2","3","2","3","3","0","2.6","0","10.14","1.04","2.6","12.74","3","0.866666667","","0.866666667","1","0.3","1","0.3","0.866666667","0.26","3.38","1.014","100","20.40816327","30","8.666666667","8.666666667","33.8","42.46666667","28.88888889","28.88888889","112.6666667","141.5555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02097","","","","10","9","2","2","5","3","2","6","2","1","0.08","0.08","2.18","0","0.16","2.34","3","0.04","0.08","0.053333333","0.5","0.3","0.333333333","0.2","0.026666667","0.016","0.363333333","0.218","66.66666667","6.837606838","60","0.266666667","0.533333333","7.266666667","7.8","0.444444444","0.888888889","12.11111111","13"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00767","","","","10","2","1","1","6","1","1","1","0","0","0","0","0.17","","0","0.17","0","","","","0","0","0","0","0","0","0.17","0.017","","0","10","0","0","0.566666667","0.566666667","0","0","5.666666667","5.666666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01273","","","","10","8","3","1","4","2","2","6","6","13","1.4","0.12","12.33","0.02","1.52","13.85","19","0.233333333","0.009230769","0.08","3.166666667","1.9","1","0.6","0.253333333","0.152","2.055","1.233","31.57894737","10.97472924","60","4.666666667","5.066666667","41.1","46.16666667","7.777777778","8.444444444","68.5","76.94444444"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00530","","","","10","6","2","1","4","2","2","6","7","2","1.5","0.06","7.21","0.12","1.56","8.77","9","0.214285714","0.03","0.173333333","1.5","0.9","1.166666667","0.7","0.26","0.156","1.201666667","0.721","77.77777778","17.78791334","60","5","5.2","24.03333333","29.23333333","8.333333333","8.666666667","40.05555556","48.72222222"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01663","","","","10","4","1","1","5","4","1","4","6","6","1.8","0.4","2.21","0","2.2","4.41","12","0.3","0.066666667","0.183333333","3","1.2","1.5","0.6","0.55","0.22","0.5525","0.221","50","49.88662132","40","6","7.333333333","7.366666667","14.7","15","18.33333333","18.41666667","36.75"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01317","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00523","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01280","","","","10","6","3","1","3","2","2","6","0","7","0","0.34","35.13","0","0.34","35.47","7","","0.048571429","0.048571429","1.166666667","0.7","0","0","0.056666667","0.034","5.855","3.513","0","0.958556527","60","0","1.133333333","117.1","118.2333333","0","1.888888889","195.1666667","197.0555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01897","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00171","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01937","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00914","","","","10","6","1","1","3","2","2","5","4","3","2","0.1","10.15","0.15","2.1","12.25","7","0.5","0.033333333","0.3","1.4","0.7","0.8","0.4","0.42","0.21","2.03","1.015","57.14285714","17.14285714","50","6.666666667","7","33.83333333","40.83333333","13.33333333","14","67.66666667","81.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00832","","","","10","4","1","1","5","2","1","4","0","0","0","0","1.16","","0","1.16","0","","","","0","0","0","0","0","0","0.29","0.116","","0","40","0","0","3.866666667","3.866666667","0","0","9.666666667","9.666666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00624","","","","10","9","3","2","1","2","2","9","2","3","0.16","0.2","27.14","0.15","0.36","27.5","5","0.08","0.066666667","0.072","0.555555556","0.5","0.222222222","0.2","0.04","0.036","3.015555556","2.714","40","1.309090909","90","0.533333333","1.2","90.46666667","91.66666667","0.592592593","1.333333333","100.5185185","101.8518519"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01935","","","","10","9","1","1","5","2","2","7","7","5","1.7","0.08","6.27","0","1.78","8.05","12","0.242857143","0.016","0.148333333","1.714285714","1.2","1","0.7","0.254285714","0.178","0.895714286","0.627","58.33333333","22.11180124","70","5.666666667","5.933333333","20.9","26.83333333","8.095238095","8.476190476","29.85714286","38.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01467","","","","10","8","2","1","4","2","2","8","1","2","0.1","0.1","2.18","0","0.2","2.38","3","0.1","0.05","0.066666667","0.375","0.3","0.125","0.1","0.025","0.02","0.2725","0.218","33.33333333","8.403361345","80","0.333333333","0.666666667","7.266666667","7.933333333","0.416666667","0.833333333","9.083333333","9.916666667"
