"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00372","","","","10","7","4","1","1","3","2","6","4","8","0.1","3.6","4.7","0","3.7","8.4","12","0.45","0.025","0.308333333","2","1.2","1.333333333","0.8","0.616666667","0.37","0.783333333","0.47","66.66666667","44.04761905","60","12","12.33333333","15.66666667","28","20","20.55555556","26.11111111","46.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01130","","","","10","10","8","1","1","3","1","9","24","13","1.2","5","3.5","0.03","6.2","9.7","37","0.384615385","0.05","0.167567568","4.111111111","3.7","1.444444444","1.3","0.688888889","0.62","0.388888889","0.35","35.13513514","63.91752577","90","16.66666667","20.66666667","11.66666667","32.33333333","18.51851852","22.96296296","12.96296296","35.92592593"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00770","","","","10","9","3","1","1","4","2","9","2","7","0.04","1.6","3","0.02","1.64","4.64","9","0.228571429","0.02","0.182222222","1","0.9","0.777777778","0.7","0.182222222","0.164","0.333333333","0.3","77.77777778","35.34482759","90","5.333333333","5.466666667","10","15.46666667","5.925925926","6.074074074","11.11111111","17.18518519"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01975","","","","10","10","8","1","1","5","1","10","7","17","0.3","4.6","3.5","0.12","4.9","8.4","24","0.270588235","0.042857143","0.204166667","2.4","2.4","1.7","1.7","0.49","0.49","0.35","0.35","70.83333333","58.33333333","100","15.33333333","16.33333333","11.66666667","28","15.33333333","16.33333333","11.66666667","28"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00357","","","","10","10","4","1","1","5","3","9","45","6","0.64","2.1","2.2","0","2.74","4.94","51","0.35","0.014222222","0.05372549","5.666666667","5.1","0.666666667","0.6","0.304444444","0.274","0.244444444","0.22","11.76470588","55.46558704","90","7","9.133333333","7.333333333","16.46666667","7.777777778","10.14814815","8.148148148","18.2962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00263","","","","10","10","3","1","1","3","2","7","21","11","0.44","3.5","7","0","3.94","10.94","32","0.318181818","0.020952381","0.123125","4.571428571","3.2","1.571428571","1.1","0.562857143","0.394","1","0.7","34.375","36.01462523","70","11.66666667","13.13333333","23.33333333","36.46666667","16.66666667","18.76190476","33.33333333","52.0952381"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01604","","","","10","8","7","3","2","4","2","8","20","27","0.44","4.6","7","0.02","5.04","12.04","47","0.17037037","0.022","0.107234043","5.875","4.7","3.375","2.7","0.63","0.504","0.875","0.7","57.44680851","41.86046512","80","15.33333333","16.8","23.33333333","40.13333333","19.16666667","21","29.16666667","50.16666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01719","","","","10","6","6","2","2","3","1","2","17","3","0.68","1.2","2.5","0.02","1.88","4.38","20","0.4","0.04","0.094","10","2","1.5","0.3","0.94","0.188","1.25","0.25","15","42.92237443","20","4","6.266666667","8.333333333","14.6","20","31.33333333","41.66666667","73"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01798","","","","10","7","6","3","2","3","1","7","8","7","0.36","2","1","0.02","2.36","3.36","15","0.285714286","0.045","0.157333333","2.142857143","1.5","1","0.7","0.337142857","0.236","0.142857143","0.1","46.66666667","70.23809524","70","6.666666667","7.866666667","3.333333333","11.2","9.523809524","11.23809524","4.761904762","16"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02071","","","","10","9","7","2","1","4","2","9","15","0","0.4","0","3","0.12","0.4","3.4","15","","0.026666667","0.026666667","1.666666667","1.5","0","0","0.044444444","0.04","0.333333333","0.3","0","11.76470588","90","0","1.333333333","10","11.33333333","0","1.481481481","11.11111111","12.59259259"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01928","","","","10","8","6","1","1","2","2","8","0","0","0","0","0.2","","0","0.2","0","","","","0","0","0","0","0","0","0.025","0.02","","0","80","0","0","0.666666667","0.666666667","0","0","0.833333333","0.833333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01485","","","","10","10","8","2","1","2","2","9","6","14","0.2","3","2.5","0","3.2","5.7","20","0.214285714","0.033333333","0.16","2.222222222","2","1.555555556","1.4","0.355555556","0.32","0.277777778","0.25","70","56.14035088","90","10","10.66666667","8.333333333","19","11.11111111","11.85185185","9.259259259","21.11111111"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01488","","","","10","10","7","3","2","3","2","10","17","15","0.6","5.2","5.5","0.02","5.8","11.3","32","0.346666667","0.035294118","0.18125","3.2","3.2","1.5","1.5","0.58","0.58","0.55","0.55","46.875","51.32743363","100","17.33333333","19.33333333","18.33333333","37.66666667","17.33333333","19.33333333","18.33333333","37.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01101","","","","10","10","7","2","2","2","2","10","4","4","0.16","0.6","1.5","0.12","0.76","2.26","8","0.15","0.04","0.095","0.8","0.8","0.4","0.4","0.076","0.076","0.15","0.15","50","33.62831858","100","2","2.533333333","5","7.533333333","2","2.533333333","5","7.533333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01212","","","","10","8","8","3","2","2","2","8","7","17","0.2","2.7","4.9","0.12","2.9","7.8","24","0.158823529","0.028571429","0.120833333","3","2.4","2.125","1.7","0.3625","0.29","0.6125","0.49","70.83333333","37.17948718","80","9","9.666666667","16.33333333","26","11.25","12.08333333","20.41666667","32.5"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00239","","","","10","10","4","1","1","4","3","10","13","18","0.52","5.6","3.2","0.12","6.12","9.32","31","0.311111111","0.04","0.197419355","3.1","3.1","1.8","1.8","0.612","0.612","0.32","0.32","58.06451613","65.66523605","100","18.66666667","20.4","10.66666667","31.06666667","18.66666667","20.4","10.66666667","31.06666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00543","","","","10","9","3","1","1","3","2","9","12","5","0.1","0.68","1.8","0.02","0.78","2.58","17","0.136","0.008333333","0.045882353","1.888888889","1.7","0.555555556","0.5","0.086666667","0.078","0.2","0.18","29.41176471","30.23255814","90","2.266666667","2.6","6","8.6","2.518518519","2.888888889","6.666666667","9.555555556"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00411","","","","10","10","3","1","1","4","2","9","19","19","0.6","2.4","3.1","0","3","6.1","38","0.126315789","0.031578947","0.078947368","4.222222222","3.8","2.111111111","1.9","0.333333333","0.3","0.344444444","0.31","50","49.18032787","90","8","10","10.33333333","20.33333333","8.888888889","11.11111111","11.48148148","22.59259259"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01712","","","","10","8","7","3","1","3","1","6","41","9","0.6","0.6","6","0.03","1.2","7.2","50","0.066666667","0.014634146","0.024","8.333333333","5","1.5","0.9","0.2","0.12","1","0.6","18","16.66666667","60","2","4","20","24","3.333333333","6.666666667","33.33333333","40"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00737","","","","10","10","4","1","1","4","2","10","15","14","0.3","1.2","2.6","0.12","1.5","4.1","29","0.085714286","0.02","0.051724138","2.9","2.9","1.4","1.4","0.15","0.15","0.26","0.26","48.27586207","36.58536585","100","4","5","8.666666667","13.66666667","4","5","8.666666667","13.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01107","","","","10","8","7","3","2","4","1","8","4","7","0.2","1","1.5","0","1.2","2.7","11","0.142857143","0.05","0.109090909","1.375","1.1","0.875","0.7","0.15","0.12","0.1875","0.15","63.63636364","44.44444444","80","3.333333333","4","5","9","4.166666667","5","6.25","11.25"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00626","","","","10","9","4","2","1","6","3","9","21","10","0.6","1.5","1.4","0.12","2.1","3.5","31","0.15","0.028571429","0.067741935","3.444444444","3.1","1.111111111","1","0.233333333","0.21","0.155555556","0.14","32.25806452","60","90","5","7","4.666666667","11.66666667","5.555555556","7.777777778","5.185185185","12.96296296"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01115","","","","10","10","7","2","2","3","1","10","31","19","1","2.4","3","0.12","3.4","6.4","50","0.126315789","0.032258065","0.068","5","5","1.9","1.9","0.34","0.34","0.3","0.3","38","53.125","100","8","11.33333333","10","21.33333333","8","11.33333333","10","21.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01128","","","","10","7","7","3","1","5","1","7","7","7","0.2","1","2.4","0.02","1.2","3.6","14","0.142857143","0.028571429","0.085714286","2","1.4","1","0.7","0.171428571","0.12","0.342857143","0.24","50","33.33333333","70","3.333333333","4","8","12","4.761904762","5.714285714","11.42857143","17.14285714"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00723","","","","10","10","3","1","1","6","3","9","14","28","0.4","4.2","3.4","0","4.6","8","42","0.15","0.028571429","0.10952381","4.666666667","4.2","3.111111111","2.8","0.511111111","0.46","0.377777778","0.34","66.66666667","57.5","90","14","15.33333333","11.33333333","26.66666667","15.55555556","17.03703704","12.59259259","29.62962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01478","","","","10","10","8","2","2","3","1","8","6","12","0.4","4.4","4.5","0.15","4.8","9.3","18","0.366666667","0.066666667","0.266666667","2.25","1.8","1.5","1.2","0.6","0.48","0.5625","0.45","66.66666667","51.61290323","80","14.66666667","16","15","31","18.33333333","20","18.75","38.75"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00085","","","","10","9","3","1","1","4","2","8","14","24","0.68","5","7","0.12","5.68","12.68","38","0.208333333","0.048571429","0.149473684","4.75","3.8","3","2.4","0.71","0.568","0.875","0.7","63.15789474","44.79495268","80","16.66666667","18.93333333","23.33333333","42.26666667","20.83333333","23.66666667","29.16666667","52.83333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01226","","","","10","10","8","3","1","3","3","10","36","18","1.4","4.4","2.5","0.12","5.8","8.3","54","0.244444444","0.038888889","0.107407407","5.4","5.4","1.8","1.8","0.58","0.58","0.25","0.25","33.33333333","69.87951807","100","14.66666667","19.33333333","8.333333333","27.66666667","14.66666667","19.33333333","8.333333333","27.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00194","","","","10","10","3","1","1","5","2","9","16","18","0.36","2.3","3.4","0.15","2.66","6.06","34","0.127777778","0.0225","0.078235294","3.777777778","3.4","2","1.8","0.295555556","0.266","0.377777778","0.34","52.94117647","43.89438944","90","7.666666667","8.866666667","11.33333333","20.2","8.518518519","9.851851852","12.59259259","22.44444444"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00428","","","","10","1","4","1","1","3","1","1","0","2","0","1.2","0.8","0","1.2","2","2","0.6","","0.6","2","0.2","2","0.2","1.2","0.12","0.8","0.08","100","60","10","4","4","2.666666667","6.666666667","40","40","26.66666667","66.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01707","","","","10","9","8","2","1","3","1","9","5","12","0.36","5.6","8","0","5.96","13.96","17","0.466666667","0.072","0.350588235","1.888888889","1.7","1.333333333","1.2","0.662222222","0.596","0.888888889","0.8","70.58823529","42.69340974","90","18.66666667","19.86666667","26.66666667","46.53333333","20.74074074","22.07407407","29.62962963","51.7037037"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00690","","","","10","10","2","1","1","4","4","10","14","6","0.24","1","9.5","1.38","1.24","10.74","20","0.166666667","0.017142857","0.062","2","2","0.6","0.6","0.124","0.124","0.95","0.95","30","11.54562384","100","3.333333333","4.133333333","31.66666667","35.8","3.333333333","4.133333333","31.66666667","35.8"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00827","","","","10","10","2","1","1","5","2","10","4","10","0.2","2.6","2.3","1.38","2.8","5.1","14","0.26","0.05","0.2","1.4","1.4","1","1","0.28","0.28","0.23","0.23","71.42857143","54.90196078","100","8.666666667","9.333333333","7.666666667","17","8.666666667","9.333333333","7.666666667","17"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01543","","","","10","9","7","2","2","4","1","9","0","2","0","0.38","10","0","0.38","10.38","2","0.19","","0.19","0.222222222","0.2","0.222222222","0.2","0.042222222","0.038","1.111111111","1","100","3.66088632","90","1.266666667","1.266666667","33.33333333","34.6","1.407407407","1.407407407","37.03703704","38.44444444"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00569","","","","10","9","5","1","1","6","4","9","14","4","0.12","0.7","1.6","0.02","0.82","2.42","18","0.175","0.008571429","0.045555556","2","1.8","0.444444444","0.4","0.091111111","0.082","0.177777778","0.16","22.22222222","33.88429752","90","2.333333333","2.733333333","5.333333333","8.066666667","2.592592593","3.037037037","5.925925926","8.962962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01058","","","","10","10","7","2","2","4","1","10","0","5","0","2.6","3","0.02","2.6","5.6","5","0.52","","0.52","0.5","0.5","0.5","0.5","0.26","0.26","0.3","0.3","100","46.42857143","100","8.666666667","8.666666667","10","18.66666667","8.666666667","8.666666667","10","18.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01688","","","","10","10","8","4","2","6","2","9","21","6","0.24","2.6","4.5","0.02","2.84","7.34","27","0.433333333","0.011428571","0.105185185","3","2.7","0.666666667","0.6","0.315555556","0.284","0.5","0.45","22.22222222","38.69209809","90","8.666666667","9.466666667","15","24.46666667","9.62962963","10.51851852","16.66666667","27.18518519"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00340","","","","10","3","6","2","1","4","3","3","1","2","0.05","0.2","1","0.03","0.25","1.25","3","0.1","0.05","0.083333333","1","0.3","0.666666667","0.2","0.083333333","0.025","0.333333333","0.1","66.66666667","20","30","0.666666667","0.833333333","3.333333333","4.166666667","2.222222222","2.777777778","11.11111111","13.88888889"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00328","","","","10","4","6","1","1","2","1","4","0","1","0","0.2","0.01","0","0.2","0.21","1","0.2","","0.2","0.25","0.1","0.25","0.1","0.05","0.02","0.0025","0.001","100","95.23809524","40","0.666666667","0.666666667","0.033333333","0.7","1.666666667","1.666666667","0.083333333","1.75"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00094","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00098","","","","10","1","6","1","1","4","3","1","0","1","0","0.4","1","0","0.4","1.4","1","0.4","","0.4","1","0.1","1","0.1","0.4","0.04","1","0.1","100","28.57142857","10","1.333333333","1.333333333","3.333333333","4.666666667","13.33333333","13.33333333","33.33333333","46.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02015","","","","10","7","5","1","1","3","1","7","0","0","0","0","0.4","","0","0.4","0","","","","0","0","0","0","0","0","0.057142857","0.04","","0","70","0","0","1.333333333","1.333333333","0","0","1.904761905","1.904761905"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01834","","","","10","10","6","2","1","4","2","10","5","15","0.16","4","6","0.02","4.16","10.16","20","0.266666667","0.032","0.208","2","2","1.5","1.5","0.416","0.416","0.6","0.6","75","40.94488189","100","13.33333333","13.86666667","20","33.86666667","13.33333333","13.86666667","20","33.86666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02102","","","","10","10","8","4","2","5","2","8","9","0","0.2","0","3","0.03","0.2","3.2","9","","0.022222222","0.022222222","1.125","0.9","0","0","0.025","0.02","0.375","0.3","0","6.25","80","0","0.666666667","10","10.66666667","0","0.833333333","12.5","13.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01201","","","","10","10","8","3","2","3","2","9","7","6","0.24","0.6","4.6","0","0.84","5.44","13","0.1","0.034285714","0.064615385","1.444444444","1.3","0.666666667","0.6","0.093333333","0.084","0.511111111","0.46","46.15384615","15.44117647","90","2","2.8","15.33333333","18.13333333","2.222222222","3.111111111","17.03703704","20.14814815"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01555","","","","10","10","8","3","1","4","2","10","17","10","0.88","1.8","7","0.02","2.68","9.68","27","0.18","0.051764706","0.099259259","2.7","2.7","1","1","0.268","0.268","0.7","0.7","37.03703704","27.68595041","100","6","8.933333333","23.33333333","32.26666667","6","8.933333333","23.33333333","32.26666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01047","","","","10","9","5","2","1","3","2","8","3","0","0.14","0","2.2","0.02","0.14","2.34","3","","0.046666667","0.046666667","0.375","0.3","0","0","0.0175","0.014","0.275","0.22","0","5.982905983","80","0","0.466666667","7.333333333","7.8","0","0.583333333","9.166666667","9.75"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00107","","","","10","10","1","1","1","4","3","9","12","23","0.4","5.5","12","0","5.9","17.9","35","0.239130435","0.033333333","0.168571429","3.888888889","3.5","2.555555556","2.3","0.655555556","0.59","1.333333333","1.2","65.71428571","32.96089385","90","18.33333333","19.66666667","40","59.66666667","20.37037037","21.85185185","44.44444444","66.2962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00458","","","","10","10","5","2","1","3","3","8","11","20","0.24","3.4","0.9","0","3.64","4.54","31","0.17","0.021818182","0.117419355","3.875","3.1","2.5","2","0.455","0.364","0.1125","0.09","64.51612903","80.17621145","80","11.33333333","12.13333333","3","15.13333333","14.16666667","15.16666667","3.75","18.91666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00441","","","","10","10","3","1","1","3","1","10","5","16","0.2","10","3.6","0","10.2","13.8","21","0.625","0.04","0.485714286","2.1","2.1","1.6","1.6","1.02","1.02","0.36","0.36","76.19047619","73.91304348","100","33.33333333","34","12","46","33.33333333","34","12","46"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01565","","","","10","10","8","3","2","3","1","10","0","13","0","4.5","8","1.32","4.5","12.5","13","0.346153846","","0.346153846","1.3","1.3","1.3","1.3","0.45","0.45","0.8","0.8","100","36","100","15","15","26.66666667","41.66666667","15","15","26.66666667","41.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01374","","","","10","10","4","7","2","3","2","9","19","2","0.28","0.2","0.5","0","0.48","0.98","21","0.1","0.014736842","0.022857143","2.333333333","2.1","0.222222222","0.2","0.053333333","0.048","0.055555556","0.05","9.523809524","48.97959184","90","0.666666667","1.6","1.666666667","3.266666667","0.740740741","1.777777778","1.851851852","3.62962963"
